Gene	GeneID	TreatedMean	UntreatedMean	FoldChange	pValue
PLCL2	6117	50.0769350044376	41.6302555703187	1.20289761180667	0.68217510514836
KIAA0999	9232	96.655970167334	100.50083322636	0.961742973310813	0.908131365987718
TGFBR2	10459	137.192483517334	136.768086561852	1.00310304082005	0.990375205507865
EREG	6426	61.5748363668052	55.7349392899871	1.10477982305558	0.335229808405857
USP8	2188	61.7013325116247	84.0287448867092	0.734288398509495	0.48163554411607
C6orf71	2965	96.4273013096056	115.142072271174	0.837463660394325	0.580383615258248
FPRL1	2967	79.0355521423445	82.4760784427336	0.958284555166163	0.864484303853398
CCL22	5984	109.436603519781	99.9795272299516	1.09459012811771	0.785415126447549
EMPTY	84142	78.4361190746168	103.209940255721	0.759966713286314	0.423285903607095
CYP4F12	84464	46.1828191779672	47.0883410213245	0.980769722956534	0.972595761296253
NRG4	2547	43.6850985629955	42.107833741527	1.03745775266309	0.906903006364961
MLKL	3980	69.4050077024363	95.2012944514132	0.729034285745534	0.40916351689367
TNFRSF21	4683	111.626129796169	109.065291483977	1.02347986492631	0.925546952191103
SLX4	51455	136.985019661727	132.764416060429	1.03179017184376	0.947941079283824
AMPD3	11144	84.9810038912397	61.0844463507576	1.39120527348752	0.066247628958241
PTPRJ	252969	96.6738546845728	101.971620362481	0.948046665738207	0.832280480833036
PCGF3	51119	109.369378803082	101.678019218013	1.07564427045512	0.686879706105967
GPR171	10432	107.219438782867	139.43220600535	0.768971831219197	0.479663795503157
COL9A1	8438	62.9216746437945	81.3141417316971	0.773809737196881	0.301826576838253
ABCC1	3978	138.00579294008	122.867665174342	1.12320676676209	0.4587946872068
GAD2	29128	80.7273567495326	66.5242824821288	1.21350210385538	0.44749870323088
RAET1E	7515	122.543488163408	129.808179619076	0.94403517962438	0.658457091051033
DHFR	7083	140.000651086378	114.204926398789	1.22587225876329	0.408394058425042
PHF8	25	66.2178968925937	71.6772457891648	0.923834281905453	0.760430375421099
FKBPL	8379	143.879191868865	180.798720272106	0.795797623192926	0.263951943350019
UBE2D1	7507	156.882088811348	121.96159746102	1.28632366316363	0.292618264256517
PMPCB	23468	64.6234436502814	45.3079113621007	1.42631698764066	0.38666025586394
SLITRK3	1408	66.3456512265948	80.4362394771527	0.824822886522931	0.362212795133972
SRD5A2	4928	28.3651279152305	36.6335203967784	0.774294351402956	0.423333271278664
RNF130	91442	88.5861389304107	143.387746122079	0.617808294824504	0.089332008325032
CELSR3	2187	173.512388684591	93.7610306448401	1.85058107287497	0.100815011284338
DECR1	1633	153.641332027938	118.589800758243	1.29556952659993	0.232320506554074
ATRNL1	22934	49.2881438369762	57.222707185902	0.861338903048602	0.393325572058752
C16orf33	2176	98.6053335265794	116.732980575002	0.84470843664636	0.397863894120349
CLEC4A	165918	160.361531335878	136.926497744294	1.1711504637718	0.690559382515079
ITPR1	348654	140.84412115071	131.245955966337	1.0731311308886	0.757006561903189
SNF1LK	2071	165.827871486408	120.786172192068	1.37290443497718	0.276900795317099
PCDHGA10	8930	111.661914116855	102.843263245042	1.08574845443014	0.639909917482738
CACNB3	221120	132.727251609433	129.006857174025	1.02883873397822	0.811876600665136
EDG4	3148	61.7414316135896	53.5517053818095	1.15293119375731	0.625600445049446
ARAF	27343	64.1106180814201	93.4700466169693	0.685894790917768	0.215646103344487
PAPSS1	6421	52.9471945451971	26.122831945873	2.02685507662051	0.102627985700151
GPR68	11277	113.821322275897	93.1994366424927	1.22126620477878	0.448901921021035
NEIL3	27030	93.0339870851303	85.9661410337076	1.08221662583006	0.808756033960762
TAS2R49	5887	55.8808243830768	72.6224175169484	0.769470726722027	0.430140749994059
AQP1	10912	93.2307411980486	137.061678955261	0.680210120791533	0.315873384452712
KLHL20	5810	110.968718911934	166.921485224515	0.664795899477397	0.511663121943778
SLC26A8	22909	128.980583819741	163.053071627626	0.791034370173053	0.483021112470501
TACSTD1	55120	269.941958350582	204.863935015831	1.31766461641832	0.691149694090274
KIF4A	6118	78.8413830008598	160.536382684813	0.491112243108478	0.160198322498526
SLC25A6	7520	171.661410912634	127.697273062528	1.34428407745699	0.420545707491705
SET	51567	149.309261744518	111.261919221404	1.34196194699287	0.395186617867377
CCNE2	6125	52.2629187345387	45.0529147274193	1.16003412988353	0.723873012704753
ANK3	545	113.215500525797	190.365269523952	0.594727708520129	0.183972410458571
FUK	6119	108.742872128371	94.3898417378109	1.15206117656631	0.762140263470343
EEF2K	8924	93.1165010413525	95.9810296561912	0.970155262710772	0.877186392974614
ICAM1	6996	117.855727949915	116.091046516276	1.01520084008711	0.952999607252432
SELP	8208	116.947866270554	120.916330528881	0.967180080300409	0.91781606467419
SLC39A3	546	65.1577321814414	118.499062463925	0.549858630326949	0.021792150943594
ATP13A2	11200	193.826247215056	164.539820097345	1.17798990603238	0.503709467998343
PROC	22913	82.8116348838027	124.39705947265	0.665704119011028	0.160764917910822
ABHD6	5426	17.86631337849	39.6537044836066	0.450558494121936	0.158080879834764
GPR77	11284	93.2534691049067	136.707995349292	0.682136175478558	0.127823217782038
ADA	27434	104.329243688131	129.80918013391	0.803712369036654	0.411270227385632
EMPTY	598	59.4021478271674	98.3222042656801	0.60415801568743	0.244517306901814
ATP1A4	2189	53.982814585804	63.8561450789006	0.845381670301314	0.464882961171739
RFPL1	3146	162.356391257628	178.892016371405	0.907566444555875	0.814214128921447
UBE2B	23411	156.788856581607	147.151685190452	1.06549141030007	0.867644090419605
TRPM4	7156	207.41813670172	154.316330707231	1.34411008706028	0.205876996284286
RIF1	65123	124.547038186297	137.487076720035	0.905881782910489	0.562096155343941
MTMR7	57697	150.570231110653	164.89618331471	0.913121383915141	0.590659865379752
CYP17A1	56897	171.168752919006	160.559082498847	1.06607954065903	0.785334616625157
KCTD4	4298	202.266319509905	165.45272101977	1.22250222458255	0.496183725841431
STRN3	7320	108.615591666826	122.764717042251	0.884745994481819	0.54690922119365
GIMAP2	51231	57.6347129074908	69.9633020843627	0.823784915668991	0.587397793738877
AGBL3	5889	132.063929942526	147.121386198737	0.897652838616745	0.232939949980002
PTGIR	5981	51.3039435689512	106.990238359984	0.479519854851914	0.035833747683976
P2RY8	11232	78.1603953272154	98.0362518630222	0.797260134306463	0.279023379200675
ARSA	56474	80.4493418896473	103.03301328974	0.780811308152419	0.376343233781494
PDHA1	548593	26.8705934712268	43.1703684379483	0.622431414034598	0.293775816012201
CLEC4E	10111	124.116729301791	151.046105965487	0.821714194539718	0.418434902715698
SUV39H2	143	114.100330609409	105.220825844117	1.08438923277837	0.770926507081878
PPME1	11073	55.5139073609373	66.6466770759793	0.832958367866559	0.690263678694656
CACNG2	50485	146.313289076554	184.478977087612	0.793116328952037	0.460346220029658
MINPP1	29935	81.0176329238972	119.946781203505	0.675446494778716	0.116138872470904
MMP11	5591	159.187183802136	141.55234861383	1.12458172090395	0.829350945338774
GPR23	55775	102.663010395753	123.277555945654	0.832779410722672	0.507847255808715
UBIAD1	7013	149.009539819343	161.935448224073	0.920178635706468	0.790493838012317
MARVELD3	3836	145.216596953118	139.37135747903	1.04194003402003	0.905729944808059
TTYH1	4968	175.659036064207	219.021697661903	0.802016594426027	0.611317411192226
CDH11	5382	290.208184103417	238.27350769099	1.21796244540866	0.512836455918061
ADAMTS8	7153	94.2576859473842	150.012039653347	0.62833414014767	0.276845009705631
PIM1	3192	80.4864072638718	75.799687492293	1.06183033105585	0.83474066565484
AGXT	1647	107.839086929993	151.93840990593	0.709755268577315	0.262213294166715
RNF123	5387	185.732676713218	125.112829653573	1.48452142939695	0.538980379490577
SLC24A3	2033	163.22717500469	151.97513718638	1.07403867518481	0.736358994352856
CDY2A	4292	76.1716799848466	79.3319589775968	0.960163860397767	0.85055845294966
FAU	5890	138.324688966863	184.181509446166	0.751023755765741	0.307169025393584
IK	6135	39.1317312715649	53.1380617054278	0.736416233781589	0.239263444809931
FDPS	56946	69.578243789074	107.254986568527	0.64871803181495	0.021570405452867
SLC15A3	10521	137.229779137364	157.456670966001	0.871539949977702	0.512275162049671
MRC1L1	3839	86.1065801063083	102.331148184145	0.84145034658811	0.652459623137078
LRRTM3	9184	93.0868572728032	104.628227967029	0.889691616512298	0.673363024747423
GPR42	5371	91.6104743133865	125.059806003889	0.73253331538462	0.205433076507122
NRP1	51548	207.726804436418	147.345764871444	1.40979148343799	0.262948298204321
EMPTY	79035	113.113785100025	123.156000243584	0.918459391960629	0.750923112616793
ARSI	5187	91.4627718673345	106.282767840178	0.860560688491581	0.606253334548945
PMS1	23626	150.200244462001	179.854736887268	0.835119758653593	0.193447973700651
SERPINA2	2178	222.545435996588	184.020542404538	1.20935104901147	0.228946138386741
PGCP	7516	166.714530891781	158.102745471785	1.05446955012892	0.835150247053732
SLC3A2	2072	189.520197002754	199.48753817796	0.950035269038639	0.68697898760486
MMP20	1111	34.3353496005505	47.4992424196535	0.722860994228063	0.484664848812412
HDAC6	4171	168.41067717185	152.065748738141	1.1074859300621	0.756546638304448
RFPL2	51720	208.420292677519	179.265670615884	1.16263360386554	0.577512641545048
PPOX	5424	111.060164820494	138.848450925611	0.799866070381983	0.04148047316051
PH-4	7517	176.437306509656	171.79893795027	1.02699881975248	0.838175782134072
CLCN2	7150	156.40452571021	155.51355005217	1.00572924775842	0.973990191890353
HDAC7A	80010	127.463797593128	135.956587274467	0.93753307690642	0.73971292735399
NRK	699	83.5005112802004	134.386369052066	0.621346583505424	0.02482266648476
ACBD5	146956	118.940160057983	137.926525138439	0.862344352825544	0.62186926794125
GSG2	6203	72.5548045314771	54.2700125105555	1.33692256874577	0.414187423063589
ULBP1	197342	132.577004117965	152.85413169408	0.867343281130945	0.528833162824906
FBXO10	6832	81.1019623446953	81.8349147521771	0.991043524518827	0.981856597645752
EYA4	1454	119.761413762137	114.952151900483	1.04183707553224	0.916270665854405
IFNAR1	5425	76.7455897182704	124.483000543649	0.616514619531201	0.207352377348186
CLDN8	5884	119.08555303078	141.43861479805	0.84195927117084	0.504288653777255
SLC2A2	83990	175.921964562432	171.493863913064	1.02582075269826	0.953893662906012
CTRC	8243	153.279285633449	185.075185206196	0.828200093182007	0.60977068316097
CD9	5980	98.1464352321617	174.613267898989	0.562078909656156	0.115331727598294
BMP7	9533	102.434315122764	218.409008164461	0.46900224484162	0.007533660188087
GRIN2A	54840	123.094412029796	167.098876787176	0.736656130768458	0.336595934813181
TUBB2C	2074	64.8894524277313	138.987521944507	0.466872504235591	0.124825365017224
CD300LF	7528	204.281333972473	237.575713051479	0.859857816898177	0.502735427377302
BTBD9	8803	177.413928368529	187.477620459829	0.946320568467762	0.799790783588183
LPAAT-THETA	3508	104.001937085633	134.975521301059	0.770524433490865	0.247038699443196
RNF6	5886	60.4840155763652	96.0376678988399	0.629794713883257	0.10056110391534
MVK	9401	79.2445689987645	97.6146041848301	0.811810585726675	0.382802639136327
TYR	6419	158.373323859374	179.900260439406	0.8803396030253	0.623608021327809
MAP3K3	5883	57.5460413374717	73.2537800695144	0.785570946412092	0.392380264162336
CCNG1	54777	38.0263409925013	72.5042710294931	0.524470358125979	0.043508185214737
ZP4	23583	123.531858967309	126.338540645624	0.977784438034723	0.903467688928632
FANCA	328	58.9644419767957	90.6315313464795	0.650595229946825	0.031458398676673
TBCE	84126	66.4948810809693	95.2085149344061	0.698413173724861	0.226225387145234
CCND1	11198	79.1088945468234	103.700755032713	0.762857459638248	0.105770909366222
PCDHGB2	25788	166.699980716611	130.156984471828	1.28076093183222	0.674618766338547
CAMK2G	5428	94.6210088918264	120.491844434726	0.785289737539752	0.500016554759973
SLC16A11	7329	83.9507333306658	91.913312601015	0.913368596506647	0.734892076929772
LRRC33	3981	90.1358633416247	95.7602918296268	0.941265545660524	0.750539153639255
XDH	1643	164.048923193864	186.018673437829	0.881894920343535	0.301869344809143
BIN3	1161	180.891542394067	221.466437995897	0.816789866812318	0.349284696273476
RBP4	1062	111.42199980629	92.7775020079319	1.20095925622964	0.688382427392106
PPM1K	6742	97.7312028793747	104.764738775271	0.932863518984343	0.674711805375395
JAG1	4437	188.46314089145	202.006110234562	0.932957625255069	0.792012644184843
ITGAX	80351	72.0519375592182	147.644833069899	0.48800852736314	0.030260093333711
HTR1A	117283	129.846013583185	159.062498010639	0.81632072428851	0.344284785163843
XRCC4	2068	142.524913625429	117.404666089621	1.21396294008138	0.456040659167611
METTL1	6749	108.758943909167	145.183800766263	0.74911211399034	0.277233109768844
TPH1	79661	143.08607336205	151.124759583488	0.946807616147125	0.896480354284074
ENC1	1763	58.1618553311542	104.318441151131	0.557541453738678	0.056622084242307
TUBA1B	4085	69.2925677241078	114.949045563251	0.602811161976801	0.08979201342202
HUS1	2956	70.48865726923	143.576067393125	0.490949909334299	0.002593054115824
TSFM	7979	59.2904881383198	97.3514244231653	0.609035650886802	0.094638995695316
WRNIP1	1653	39.8364519310871	114.711702605618	0.347274524100176	0.054937914256146
STK32C	54821	107.433063326833	129.619561231359	0.828833721594499	0.659951709958448
CDK2AP1	1069	87.4846038936963	106.130436904548	0.824312105417777	0.727518039969542
MGC42638 	9400	76.6321401573375	135.973718087769	0.563580530377734	0.064482170322973
EMPTY	54386	127.264766701252	159.644078744371	0.7971781208687	0.509613226622698
ATP1B2	64210	104.799165720411	156.318115737312	0.670422396189339	0.257031791947827
RAD9A	1654	85.6614531266023	131.778056397494	0.650043379515434	0.159687694886708
TFAP2A	4438	95.1269548441983	149.947512458161	0.634401686861868	0.170030454812175
CYP11B1	27043	64.4172540928346	131.184280289642	0.491044002761671	0.058115680383021
MPG	7112	88.0549024877624	107.222256975322	0.821237166347175	0.449718143206748
FZD8	11219	95.1085381677147	159.287481076992	0.59708733872026	0.067449601621475
CCR6	324	78.6831835199236	81.4484098146817	0.96604935196341	0.909510912438449
FLJ16331	7298	116.774606843219	179.071599685952	0.652111261908718	0.046795510417047
LOC286495	201299	49.7245646065648	68.2556322633168	0.728504930036209	0.351887094591742
POLB	80119	72.2320608404938	106.570435800998	0.677787045699754	0.271129340054655
TRIM49	11201	98.1898583699127	144.627442234496	0.678915818829942	0.025211375014629
GRK6	7336	83.9967203509457	132.070370070759	0.635999734883326	0.247495584332014
TSPAN7	4331	59.1088083053274	120.385971909064	0.490994152956432	0.103120377879408
RAPSN	85236	65.1538993271081	93.9743499518768	0.693315775639552	0.171046079567747
EMPTY	3065	56.8883446487763	72.2507321920078	0.787373953492878	0.38140643976261
CNDP2	4436	61.4440048281428	120.427180288559	0.51021708455612	0.014910088507557
BMP3	6240	10.3941338680393	22.2718201495189	0.466694405677656	0.155783933172394
PRG2	5422	52.8212242805848	78.9709092828365	0.668869394569133	0.187630578111906
CATSPER3	55247	108.04784084631	101.786599065613	1.0615134196267	0.800397852720239
GPR177	641	128.683131918145	115.305523829889	1.11601879635873	0.53471330613779
TRHDE	7486	114.862561492019	124.200739960506	0.924813825815718	0.536505846365006
PLA2G4C	7398	38.0843479524026	66.8009143882296	0.570117165329	0.015434651086234
RNF144	7508	123.876036477197	148.832711425817	0.832317272798864	0.273610153168244
SCUBE1	3066	115.525893941549	148.879933033998	0.775966858577021	0.365037043779597
ANUBL1	84839	110.266013390377	158.131905636563	0.697304019365976	0.181939002033556
INHBA	80198	146.050574238814	168.219696808918	0.868213277097477	0.53791632986346
EMPTY	2067	81.1972576929076	66.0022249807923	1.23022000722759	0.517360941625163
HDAC2	9188	137.787836076833	137.187810485045	1.00437375295711	0.962145224898928
MAP3K1	55556	99.0478943719641	170.005305156516	0.582616491178173	0.031444006459281
PPFIA3	353497	114.189251608775	166.156984664843	0.687237144072561	0.160191430528003
KL	10036	90.5717896261931	104.401077896485	0.867536920605327	0.686876126168246
SDK2	6189	40.9264946838391	68.3878235955682	0.598447099674792	0.149087182664994
ATP9A	4595	77.8123791602976	106.497909003591	0.730647013526567	0.173270391252616
SBF1	8480	55.7543327418427	86.7620837635025	0.642611729955896	0.221519791958411
AXIN2	4361	110.800275506276	101.200880875169	1.09485485252789	0.847424538873311
SLAMF1	3014	16.0122579255314	61.212728915598	0.261583794893536	0.012025482543555
PCNT	27301	89.6388838113397	132.868619649832	0.67464299732757	0.393001468160589
UBE2W	79840	78.5482893574633	136.452777367125	0.575644489420174	0.151156886653587
SLC45A2	5893	44.8060679132874	75.8854960600226	0.590443104935988	0.060954166808883
FMR1	7015	58.3420014767865	154.40813213492	0.377842803161482	0.030059394043946
VDR	57804	37.5038112363112	82.707791190342	0.45344955652365	0.091747113017497
CRYGC	7518	85.5247623366783	153.952317386932	0.555527606133573	0.182238616869054
SERPINA11	5429	123.147812124921	157.534988235364	0.781717214089183	0.272441162002018
IL1RL2	1196	93.5981657396238	123.501098716928	0.757873142118001	0.204303011460714
DNAH5	8359	105.347997324934	115.530195219677	0.911865483518125	0.763201780350462
TRIM6	23054	76.7189980382327	139.431815692994	0.55022591262209	0.093954189067234
SORT1	7020	48.257885834477	65.5132175002835	0.736612971791047	0.224138693046136
FGD1	675	66.7802937294913	135.852211901707	0.491565744824302	0.066773144366807
UBQLN1	10721	128.67085756925	146.376343745989	0.879041341492559	0.577882214157514
PTCH	10407	69.2455437532809	111.260707567506	0.622371952032274	0.092272647946637
MYOC	472	44.6844397978962	60.9667484427255	0.732931326325766	0.249846676590771
VMD2L3	8335	65.4480065803541	118.026769279305	0.554518326477904	0.102171369736935
RPGRIP1	23304	46.7618136758685	97.2732892693212	0.480726148227586	0.112445104149221
CHRND	50484	101.055250357584	122.82700146406	0.822744585091527	0.595903750660614
LRAT	5888	67.5698531046993	129.548397502481	0.521579999500999	0.027150284023374
IFNGR1	10635	40.9078419588534	97.1766309420024	0.420963780718724	0.023768727536804
SLC30A8	404672	77.0647172899699	133.003323161591	0.579419487108158	0.073435158211515
ROBO4	4841	80.3438164738988	73.7421118624013	1.08952421411277	0.829626507832048
MLL	51426	57.6357350481703	115.267860110505	0.500015659117088	0.010711530441643
AFM	3309	52.3878538240559	62.917078270003	0.83264918309204	0.587417500680036
FXYD4	1022	82.332536319853	87.9721916241821	0.935892749740489	0.690807550347067
TAOK3	701	23.521736606916	62.4040514903679	0.376926434184272	0.004713517569193
MAOA	10856	21.4088408720204	30.6236697438367	0.699094558264988	0.25116593384663
GEN1	7405	106.292903289615	108.088377479054	0.983388832071359	0.959391920768274
LOC283514	253980	56.7357912349564	113.47444144616	0.499987402554219	0.013802277662971
CDH22	142	82.7712602836595	163.914508596188	0.504966039873693	0.023627749433492
EMPTY	4521	71.8015199347308	97.5307732876973	0.736193485546659	0.062880710133066
DKFZP564J0863	79728	36.6754051456232	91.9807291374167	0.398729228280319	0.015357060991343
PRTG	7018	81.9512934357406	104.99568550618	0.780520580828221	0.184466969708369
F13A1	24137	49.502265594097	97.1167451077929	0.509719158515382	0.113186668910034
PARP9	8658	84.1630737465313	145.069710157501	0.580156075690481	0.056764906215675
BMX	1655	45.6083961224108	90.4638331387343	0.504161658200646	0.054265123631921
POLD3	25797	111.536177648953	107.40548988707	1.03845881403479	0.917950209128485
TRPC3	64421	67.8601234763674	97.2659653547228	0.697675936581576	0.091710390195966
PPP2R5B	4833	75.8890770972969	106.54713159332	0.712258283845298	0.162159297019097
PIP5K3	55215	96.3092529383848	115.251256512418	0.835646012484101	0.708440991477592
DDT	2966	71.1231257633501	105.344761222426	0.675146299996639	0.227529442659055
OPRS1	2177	30.8707583418601	75.7199984033419	0.407696236038188	0.034908196853762
CD300E	1200	47.2363156813238	87.0306432404232	0.542754987468412	0.153602193779346
TLR6	3364	74.622979489764	120.560412900593	0.618967517565599	0.050512796024334
PLCH2	9984	38.2432900485953	57.1996374282379	0.668593224853479	0.368542653444485
CDC42	1029	41.7331874301996	72.5225115980687	0.575451491000361	0.195915550572442
CTSF	113510	47.7361157552035	125.978417181375	0.378922968102357	0.01490934349887
SCN4B	7157	16.9804217045225	18.1785662735895	0.934090260417969	0.836110632376434
AVP	10038	81.9837376116618	111.301381438091	0.736592273630166	0.418137447767509
AZIN1	2968	35.4325568215705	62.2197350765236	0.56947456908957	0.210666023299703
RNASEL	10714	142.239514834093	127.902493687207	1.11209336685763	0.510748914729907
RECQL	7334	19.3695356718398	44.9725921250387	0.430696447693877	0.049617630619013
TPP2	7019	92.0890600315444	101.458079470159	0.907656250862014	0.752173331508135
AMACR	7158	60.7862933295799	106.293642271842	0.571871393531902	0.036394623884849
PRB1	1806	93.5508913867682	92.7708975362506	1.00840774285074	0.960497750681369
MMP9	4255	77.8228591335217	93.7712031357047	0.829922796457002	0.441441516255894
PCDHB7	5378	131.131541953391	120.029237290704	1.09249666925566	0.74273465653399
TRIM72	4524	61.7166468672974	63.1105899708292	0.977912690973479	0.742688713009831
FIGF	1660	79.9697448134325	88.7841671534106	0.900720785894769	0.72263205056157
SYK	5932	49.1016193152533	63.2227975139226	0.776644205034432	0.233074739712606
TSSK4	1453	54.4026394698407	33.7531079085223	1.61178163555436	0.05564852290344
USP26	5965	112.116734977608	113.101563426805	0.991292530188288	0.976492713878203
NEURL	902	78.4813280572085	67.048862371396	1.1705094655072	0.571176180789445
NEK10	5395	87.6422380447489	87.6927475552949	0.999424017242542	0.998173277799864
FST	3838	39.1524224752129	56.4230318235228	0.693908519444185	0.346175018887896
EPHA4	81930	12.4735570072969	33.793579391103	0.36911026390359	0.094343399732891
HSD17B1	9937	150.594771277613	118.812826474604	1.26749590718476	0.146841329718624
LOC120824	253714	30.7023669439529	34.4215195784044	0.891952688899161	0.591783695840053
GHR	1854	41.8174980138855	47.0783476556326	0.888253307439143	0.587982109382529
SDK1	10403	40.6247342800014	21.3302994281806	1.90455527437791	0.035219502370623
TLK2	3840	90.8497811453805	88.7057261318365	1.02417042401927	0.909402388982699
STX6	8940	116.079606956345	78.1404354240665	1.48552546868191	0.148147460738424
ACVRL1	7319	61.9576106864849	42.3080373008863	1.46444067461354	0.365233375729348
RNF26	7374	53.3994676323996	65.1833639079651	0.819219267477455	0.430423088428219
DUSP14	56852	79.554530821417	63.5195136985614	1.25244237855711	0.581565008898328
NPY5R	1642	75.1531727028277	70.5883208684386	1.06466865592251	0.784966459014443
CAPN2	9656	84.9850951820911	56.9474923120484	1.49234130831273	0.232867521996595
STK17B	191	66.1386652712628	67.1347037166109	0.985163583210965	0.947654569118989
DAPK2	55367	80.6659483554908	66.6708326089406	1.20991361887797	0.05335976680569
PTPRU	334	78.20374658169	56.3125113488489	1.38874549737673	0.123827615111626
LAMA3	59344	75.6050714068026	73.5125818478484	1.02846437312303	0.883046896662995
SLCO2A1	54470	72.7295592570894	57.1069411623109	1.27356776211101	0.269532076332806
MIB2	241	88.2357433065625	66.3857627158379	1.3291365451995	0.154288379214584
SF3B3	1418	84.2253650315838	65.8234991090464	1.27956377542391	0.23981280421327
MSH2	2824	53.5618476212875	60.2335731993481	0.889235766306275	0.554549314087151
NEIL1	770	79.7645536558182	77.5738139470172	1.02824071161819	0.801549874507534
SLC5A9	10280	79.1815446510866	64.0982180640885	1.2353158487482	0.370589577981183
LOC388514	51637	62.5395404440357	75.1904025744527	0.83174897729946	0.350922837064852
CHAF1B	89765	78.7102753615808	63.1484056911596	1.2464332947142	0.196611555190456
BRSK1	79574	60.5421085895087	77.3627431380741	0.782574481381245	0.220396753695687
TRIM56	202333	73.6062111122644	79.6503873603082	0.924116172584293	0.635789648259828
FYN	84647	47.5673168785216	61.6145302313852	0.772014599476598	0.203546824655081
HTRA1	254863	62.6380369787779	62.1133816676474	1.00844673558329	0.964763344693004
RNF150	152002	69.626799218561	63.0468124763983	1.10436668379747	0.421108676828845
RAD23A	55901	90.6513317503333	83.7302576813673	1.0826591755552	0.568868160811721
MBTPS2	7498	77.0588338724208	54.2942254793413	1.41928231210778	0.159841931055028
Control	51449	76.6272939961204	82.3122632498628	0.93093411565558	0.790173325950151
ADAMTS9	83877	82.5774253259702	70.3346210614585	1.17406512013215	0.626146138034251
LRRC21	23786	81.3345083423449	80.6896602189093	1.00799170701285	0.950829966110138
CNTNAP3	55144	68.731312074233	70.5997959346431	0.973534146442295	0.881320704850545
PDE4C	353	59.125158749669	58.8844000915141	1.00408866623046	0.984981730374127
PPP1R14C	90864	43.9752333926211	54.1656565180527	0.811865603031411	0.470179025681143
MDM4	55146	54.1828464644774	61.3648771621756	0.882961866301509	0.703987317842801
KCNJ14	84552	96.1654108246715	85.2314200955723	1.12828591518056	0.693066607738035
RPS16	326625	76.89296119933	66.0230837633076	1.16463753003405	0.467827854618634
TRRAP	117157	83.0309197319047	81.6990721097534	1.01630186962665	0.92357197124252
TRY1	10768	74.2423134619251	56.3928152512718	1.31652078604554	0.283633460770336
SMCY	55379	66.7749661637118	71.1874805371743	0.938015584479658	0.841693128512262
HTR2C	57393	81.7492423115714	65.6439700894837	1.2453427512098	0.504350442898549
